Code,Entity,PredefinedType,Name,Entity_NL,Definition,Definition_NL,Description_NL,ParentClassCode,Uid,Domain
IfcCommunicationsApplianceANTENNA,IfcCommunicationsAppliance,ANTENNA,Antenna,Antenne,A transducer designed to transmit or receive electromagnetic waves.,Een transducer ontworpen om elektromagnetische golven te verzenden of te ontvangen.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceAUTOMATON,IfcCommunicationsAppliance,AUTOMATON,Automaton,Automatisering,"A self-acting artificial device, the behaviour of which is governed either in a stepwise manner by given decision rules or continuously in time by defined relationships, while the output variables of which are created from its input and state variables.;definition from IEC 60050-351-42-32.","Een zelfwerkende kunstmatige apparaat, het gedrag van deze organisatie wordt ofwel stiefwijs geregeld door bepaalde besluitvormingsregels ofwel voortdurend op tijd door vastgestelde relaties. terwijl de output variabelen worden gemaakt uit input en status variabelen. definitie van IEC 60050-351-42-32.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceCOMPUTER,IfcCommunicationsAppliance,COMPUTER,Computer,Computer,"A desktop, laptop, tablet, or other type of computer that can be moved from one place to another and connected to an electrical supply via a plugged outlet.","Een bureaublad, laptop, tablet, of een ander type computer die van de ene naar de andere plaats kan worden verplaatst en via een aangesloten aansluiting op een elektrische toevoer.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceFAX,IfcCommunicationsAppliance,FAX,Fax,Faxnummer,A machine that has the primary function of transmitting a facsimile copy of printed matter using a telephone line.,Een machine die de primaire functie heeft van het versturen van een gefactureerde kopie van gedrukte materie via een telefoonlijn.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceGATEWAY,IfcCommunicationsAppliance,GATEWAY,Gateway,Gateway,A gateway connects multiple network segments with different protocols at all layers (layers 1-7) of the Open Systems Interconnection (OSI) model.,Een gateway verbindt meerdere netwerksegmenten met verschillende protocollen aan alle lagen (lagen 1-7) van het Open Systems Interconnectie (OSI).,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceINTELLIGENTPERIPHERAL,IfcCommunicationsAppliance,INTELLIGENTPERIPHERAL,Intelligent Peripheral,Intelligente perifeer,"An intelligent peripheral is a device that offers a variety of specialized resources according to the corresponding service logical program under the control of SCP. These resources contain the receiver of DTMF (Dual-Tone Multi-Frequency, signal generator, record notice, etc.). An intelligent peripheral provides dedicated resource functions in the intelligent network, allocates, controls and manages various dedicated resources, communicates with other entities in the network, and completes SRF resource functions as well as the maintenance, management and statistics functions of resources.","Een intelligente perifeer is een apparaat dat een verscheidenheid aan gespecialiseerde bronnen biedt volgens het corresponderende service logische programma onder controle van SCP. Deze bronnen bevatten de ontvanger van DTMF (Multi-Tone Dual-Tone Frequentie, signaal generator, opname kennisgeving, enz.). Een intelligente periferie biedt speciale hulpbronfuncties in het intelligente netwerk, toewijzen, besturen en beheren van verschillende specifieke hulpbronnen. communiceert met andere entiteiten in het netwerk, en completeert SRF bronfuncties evenals het onderhoud, beheer en statistieken functies van bronnen.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceIPNETWORKEQUIPMENT,IfcCommunicationsAppliance,IPNETWORKEQUIPMENT,IP Network Equipment,IP Netwerk Uitrusting,"An IP network equipment is a device that provides IP data transmission channel for telecom subsystems or other subsystems e.g., routers, network switches or firewalls.","Een IP-netwerkapparatuur is een apparaat dat IP-gegevenstransmissiekanalen aanbiedt voor telecomsubsystemen of andere subsystemen, zoals routers, netwerkschakelaars of firewalls.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceLINESIDEELECTRONICUNIT,IfcCommunicationsAppliance,LINESIDEELECTRONICUNIT,Line Side Electronic Unit,Lijn zijkant Elektronische Eenheid,"The lineside electronic unit (LEU) is the interface between the balise and interlocking in railway. The LEU acquires the information from the interlocking, and sends the appropriate information to the balises in concordance with the lineside signalling (if available).","De elektronische eenheid lijndivisie (LEU) is de interface tussen het balise en aangrijping op het spoor. De LEU verkrijgt de informatie van de interlocatie, en stuurt de juiste informatie in overeenstemming met de lineside signalisatie (indien beschikbaar).","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceMODEM,IfcCommunicationsAppliance,MODEM,Modem,Modem,"A modem (from modulator-demodulator) is a device that modulates an analog carrier signal to encode digital information, and also demodulates such a carrier signal to decode the transmitted information.",Een modem (van modulator-demodulator) is een apparaat dat een analoge provider signaal moduleert om digitale informatie te coderen. en demotivert een dergelijk vervoerderssignaal om de verzonden informatie te decoderen.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceNETWORKAPPLIANCE,IfcCommunicationsAppliance,NETWORKAPPLIANCE,Network Appliance,Netwerk apparaat,"A network appliance performs a dedicated function such as firewall protection, content filtering, load balancing, or equipment management.","Een netwerkapparaat voert een speciale functie uit zoals firewallbescherming, het filteren van inhoud, het balanceren van apparatuur of het beheren van apparatuur.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceNETWORKBRIDGE,IfcCommunicationsAppliance,NETWORKBRIDGE,Network Bridge,Netwerk Brug,"A network bridge connects multiple network segments at the data link layer (layer 2) of the OSI model, and the term layer 2 switch is very often used interchangeably with bridge.","Een netwerkbrug verbindt meerdere netwerksegmenten op de gegevenskoppellaag (laag 2) van het OSI-model, en de term laag 2-schakelaar wordt zeer vaak gebruikt met wisselende bridge.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceNETWORKHUB,IfcCommunicationsAppliance,NETWORKHUB,Network Hub,Netwerk Hub,A network hub connects multiple network segments at the physical layer (layer 1) of the OSI model.,Een netwerkknooppunt verbindt meerdere netwerksegmenten aan de fysieke laag (laag 1) van het OSI-model.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceOPTICALLINETERMINAL,IfcCommunicationsAppliance,OPTICALLINETERMINAL,Opticalline Terminal,Opticalline Terminal,An optical line terminal is a service provider endpoint of a passive or active optical network. It is the terminal equipment for connecting fiber optic trunks.,Een optische lijnterminal is een eindpunt van een serviceprovider van een passief of actief optisch netwerk. Het is de terminal apparatuur voor het verbinden van vezeloptische pukjes.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceOPTICALNETWORKUNIT,IfcCommunicationsAppliance,OPTICALNETWORKUNIT,Optical Network Unit,Optische netwerkeenheid,An optical network unit is a kind of optical transmission network connection equipment which is installed at user side.,Een optische netwerkeenheid is een soort optische verbindingsapparatuur voor transmissienetwerken die op de gebruikerskant is geïnstalleerd.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsAppliancePRINTER,IfcCommunicationsAppliance,PRINTER,Printer,Printer,A machine that has the primary function of printing text and/or graphics onto paper or other media.,Een machine met de primaire functie van het afdrukken van tekst en/of afbeeldingen op papier of andere media.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceRADIOBLOCKCENTER,IfcCommunicationsAppliance,RADIOBLOCKCENTER,Radio Block Center,Radio Block Center,A radio block center is a specialised computing device in railway with specification for generating Movement Authorities (MA) and transmitting it to trains. It gets information from signalling control and from the trains in its section.,Een radioblok center is een gespecialiseerd computerapparaat in het spoor met specificatie voor het genereren van Movement Authorities (MA) en het verzenden naar treinen. Het krijgt informatie van signaleringscontrole en van de treinen in zijn afdeling.,"Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
IfcCommunicationsApplianceREPEATER,IfcCommunicationsAppliance,REPEATER,Repeater,Herhaler,"A repeater is an electronic device that receives a signal and retransmits it at a higher level and/or higher power, or onto the other side of an obstruction, so that the signal can cover longer distances without degradation.","Een repeater is een elektronisch apparaat dat een signaal ontvangt en deze op een hoger niveau en/of hoger vermogen zendt of op de andere kant van een belemmering, zodat het signaal langere afstanden zonder afbraak kan bedekken.","Technische opmerking: Omdat deze klasse een 'Vooraf gedefinieerd Type' is in IFC, wat een specialisatie van de bovenliggende klasse betekent, in IFC moet het worden vertegenwoordigd door de bovenliggende klasse, met alle relevante eigenschappen en kenmerken.",IfcCommunicationsAppliance,,IfcElectricalDomain
